,Unnamed: 0,name,naverURL,contains_review
279,279,공주한옥마을 웅진오토캠핑장,"https://map.naver.com/p/search/%EA%B3%B5%EC%A3%BC%ED%95%9C%EC%98%A5%EB%A7%88%EC%9D%84%20%EC%9B%85%EC%A7%84%EC%98%A4%ED%86%A0%EC%BA%A0%ED%95%91%EC%9E%A5/place/1123606135?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
280,280,과천시민회관빙상장,"https://map.naver.com/p/search/%EA%B3%BC%EC%B2%9C%EC%8B%9C%EB%AF%BC%ED%9A%8C%EA%B4%80%EB%B9%99%EC%83%81%EC%9E%A5/place/13570669?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
281,281,관동하키센터,"https://map.naver.com/p/search/%EA%B4%80%EB%8F%99%ED%95%98%ED%82%A4%EC%84%BC%ED%84%B0/place/1687819542?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
292,292,광릉해오름캠핑장,"https://map.naver.com/p/search/%EA%B4%91%EB%A6%89%ED%95%B4%EC%98%A4%EB%A6%84%EC%BA%A0%ED%95%91%EC%9E%A5/place/1194743816?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
303,303,광주실내빙상장,"https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EC%8B%A4%EB%82%B4%EB%B9%99%EC%83%81%EC%9E%A5/place/11618120?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
305,305,광탄리유원지,"https://map.naver.com/p/search/%EA%B4%91%ED%83%84%EB%A6%AC%EC%9C%A0%EC%9B%90%EC%A7%80/place/31499089?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
306,306,괴강관광농원카라반캠핑장,"https://map.naver.com/p/search/%EA%B4%B4%EA%B0%95%EA%B4%80%EA%B4%91%EB%86%8D%EC%9B%90%EC%B9%B4%EB%9D%BC%EB%B0%98%EC%BA%A0%ED%95%91%EC%9E%A5/place/1734025173?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
310,310,교하스카이승마클럽,"https://map.naver.com/p/search/%EA%B5%90%ED%95%98%EC%8A%A4%EC%B9%B4%EC%9D%B4%EC%8A%B9%EB%A7%88%ED%81%B4%EB%9F%BD/place/1865601717?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
311,311,구곡폭포 국민여가 캠핑장,"https://map.naver.com/p/search/%EA%B5%AC%EA%B3%A1%ED%8F%AD%ED%8F%AC%20%EA%B5%AD%EB%AF%BC%EC%97%AC%EA%B0%80%20%EC%BA%A0%ED%95%91%EC%9E%A5/place/1543028877?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
316,316,구룡레져타운야영장,"https://map.naver.com/p/search/%EA%B5%AC%EB%A3%A1%EB%A0%88%EC%A0%B8%ED%83%80%EC%9A%B4%EC%95%BC%EC%98%81%EC%9E%A5/place/13432639?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
323,323,구리승마클럽,"https://map.naver.com/p/search/%EA%B5%AC%EB%A6%AC%EC%8A%B9%EB%A7%88%ED%81%B4%EB%9F%BD/place/1917658707?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
326,326,구만동오토캠핑장,"https://map.naver.com/p/search/%EA%B5%AC%EB%A7%8C%EB%8F%99%EC%98%A4%ED%86%A0%EC%BA%A0%ED%95%91%EC%9E%A5/place/35452496?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
340,340,구천동 어사길,"https://map.naver.com/p/search/%EA%B5%AC%EC%B2%9C%EB%8F%99%20%EC%96%B4%EC%82%AC%EA%B8%B8/place/1659526963?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
343,343,구화산BBQ,"https://map.naver.com/p/search/%EA%B5%AC%ED%99%94%EC%82%B0BBQ/place/1672603784?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
346,346,국립나주박물관 야외체험장,"https://map.naver.com/p/search/%EA%B5%AD%EB%A6%BD%EB%82%98%EC%A3%BC%EB%B0%95%EB%AC%BC%EA%B4%80%20%EC%95%BC%EC%99%B8%EC%B2%B4%ED%97%98%EC%9E%A5/place/36771746?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
352,352,국립지리산자연휴양림캠핑장,"https://map.naver.com/p/search/%EA%B5%AD%EB%A6%BD%EC%A7%80%EB%A6%AC%EC%82%B0%EC%9E%90%EC%97%B0%ED%9C%B4%EC%96%91%EB%A6%BC%EC%BA%A0%ED%95%91%EC%9E%A5/place/32769817?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
366,366,군위 솔밭야영장,"https://map.naver.com/p/search/%EA%B5%B0%EC%9C%84%20%EC%86%94%EB%B0%AD%EC%95%BC%EC%98%81%EC%9E%A5/place/1049822766?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
