,name,review,words,힐링,혼자,자연,액티비티,addr1,cat1,cat2,cat3
1692,율이에 성수,"
너무 아름다와~
쌤플세일 4켤레구입
정가는 넘사벽
리뉴얼 되고 처음 방문 good
쌤플세일성공
늘 예쁘고 독특한 슈즈에 눈돌아가는 곳!
굿
제 사이즈 샌들이 다 빠져서 아쉬웠어용 ㅜㅜ 다음번엔 젤 일찍 가야겠어요!
지름신 강릠,, 신발 넘 예뻐요
율이에… 정말 극악무도한 곳이네요… 85만원 쓰고 풀려났습니다 ㅠㅠ 다들 조심하세요.. (신발 다 너무 이뻐요 짱짱)",쌤 곳 켤레 리뉴얼 구입 방문 성공 눈 넘사벽 슈즈 신발 곳 극악 짱짱 요 지름신 강릠 무도 율 정말 샌들 사이즈 다음 일찍 제 젤 굿 번 곳 신발,X,X,O,X,서울특별시 성동구 성수이로12길 12(성수동2가),A04,A0401,A04011000
1693,이니스프리 간석,"👍
굿
사장님께서 친절하시고 매장 구경할 때도 편하게 해주셔서 온라인 주문하다가 이따금 가는데도 매장 방문이 편합니다~
필링젤 효과 좋네요~^^

굿
좋아요
굿
친절하게 응대 잘해주세오
굿
굳",굿 매장 구경 효과 주문 젤 필링 때 사장 응대 굿 매장 응대 구경 사장 온라인 때 젤 방문 주문 굿 매장 방문 온라인 필링 때 주문 사장 젤 효과,X,X,X,X,인천광역시 남동구 간석동 백범로 312-56(41-75),A04,A0401,A04011000
1694,이니스프리 강남대,"유채꿀립밤 사러 갔어요 만원인데 사은품을 이만큼을😘
좋아요
피부가 건조해서 걱정이었는데 세럼 수분감 좋아서 나아지는 중이에요. 구성도 좋아서 대 만족중!
피부가 예민한 편인데 잘 쓸 수 있어서 좋아요
건물 입구에 있어서 접근성 좋아요
제품이 좋아요^^~
굿^^
최근 3년이내 방문 모든 매장중에 제일 친절했습니다 감히 역대급이라고 하고 싶네요 막내딸이랑 남성 스킨로션 사러간건데 재고 없는데 이리저리 알아봐주시고 다른 화장품에 대해 물어봐도 싫은 내색없이 끝까지 친절했습니다 리뷰를 통해 감사했다고 전하고 싶네요
굿
주말에도 열어서 좋았어요^^",구성 만족 피부 굿 수 끝 제일 화장품 내색 제품 꿀립밤 품 만큼 사은 감 유채 럼 만원 걱정 중이 굿 피부 매장 편 접근성 전하 막내딸 모든 스킨로션 입구,X,X,X,X,경기도 용인시 기흥구 구갈동 579-1,A04,A0401,A04011000
1695,이니스프리 건대그린,"좋아요!👍
신한플레이 혜택으로다녀왔어요
제품 질이 좋아요
조아여 ㅇㅋㅇㅋ
굿
상품이 거의 없고 아담해요~!!
근데 필요한 물품은 거의 다 
있으니 이니스프리 이용하시는 
분들은 여길 가보세요 :)😄
굿
긋
서비스 샘플도 주시니깐 좋았어요^^
좋아용 ",혜택 상품 질 플레이 신한 제품 굿 거의 샘플 분 거의 굿 물품 이용 서비스 주시 이니스프리 분 샘플 제품 혜택 질 신한 상품 제품 플레이 굿 거의 분 샘플,X,X,X,X,서울특별시 광진구 능동로 127 (화양동) 1층,A04,A0401,A04011000
1696,이니스프리 경북하양,"굿
여행용 미니어처는 이제 구입해야 되네요
예전에는 사은품으로 주시던데..아쉽습니다ㅜ


점원이 친절합니다!!👏👏
세일 오늘까지라서 급하게 샀어요. 
잘 쓸게요~~
팩이 다 떨어져 행사때 이용
사장님이 엄청 친절하십니다 

립밤 촉촉하고 좋아요
조금 어둡긴하지만 기분좋은 매장입니다
갈때마다 만족스럽습니다 
친절하셔서 좋습느다
좋아요 
좋아여",때 조금 기분 좋습느 팩 사장 이용 행사 매장 립밤 점원 사은 용 굿 여행 미니어처 품 이제 구입 예전 일 라서 오늘 예전 구입 미니어처 이제 품 여행 굿,X,X,X,O,경상북도 경산시 하양읍 하양로 72 (금락리),A04,A0401,A04011000
1697,이니스프리 도심공항,"좋아요
좋아요 
다양한 상품이 있어요
세일해서 네일파일 쟁였어요
굿~~ 코엑스에서 가깝게 있어서 좋아요! 
다양해서좋아요
깔끙한매장
굿
굿
굿",굿 매장 일해 쟁였어 코엑스 네일파일 상품 상품 네일파일 코엑스 쟁였어 일해 굿 매장 굿 매장 상품 네일파일 일해 쟁였어 코엑스,X,X,X,X,"서울특별시 강남구 테헤란로87길 22 (삼성동,한국도심공항터미널)",A04,A0401,A04011000
1698,이니스프리 둔촌,"없어져서 아쉽
그 동안 잘 이용했는데 아싑게 패점해요 그동안 감사했습니다^^
좋아요
친절한 매니저님 항상 갈때마다 기분이 좋아요
이니스프리야 다 같은 이니스프리지만 직원분이 진짜 완전 친절하세요!
오후에 방문했고 안경쓰신 여직원분이셨는데 친절하게 안내해주시고 제품 설명해주시고 포장까지 완전 세심하게 해주셨어요
다른 거 다 떠나서 직원분때문이라도 자주 가고 싶은 매장이에요!
굿
굿
언니가 주문해서 사왔어요 친절하시고 설명도 굿
요새 매장이 많이 없어졌네요
좋아요",완전 직원 세심 때문 안경 방문 거 포장 여직원 오후 굿 설명 매장 요새 주문 언니 제품 안내 셨 다른 이니스프리 직원 완전 진짜 그동안 동안 아싑 패점해 매니저 항상,X,X,X,X,서울특별시 강동구 성내동 416,A04,A0401,A04011000
1699,이니스프리 메세나폴리스,"할인 적용이 되어서 오늘 싸게 구입했습니다~~만족 입니다~^^♡
할인중이라 착한가격으로 스킨 구입했어요~
좋아요 
친절해요 
굿
화장을 간단히만 하는지라 쓰던 게 똑 떨어지고 다시 사야할 때 맨날 잘 몰라서 헤매는데 친절히 설명해주셔서 잘 구매할 수 있었어요 감사합니다☺️
좋아요
네일강화제랑 메니큐어 하나 사왔어요.
얼굴도 이쁜데 이름까지도 이쁜 이애리님!
오늘 친절하게 바뀐전화에  포인트 이동하는것도 해주시고 감사했어요♡
자주 이용하는 곳이에요~~^^♡
좋아요",구입 할인 오늘 스킨 메니큐어 일강 화제 화장 똑 가격 이애 이름 리 얼굴 오늘 이동 자주 해주시 전화 곳 이용 포인트 곳 전화 자주 해주시 이동 오늘 얼굴 이름,X,X,X,X,서울특별시 마포구 양화로 45 (서교동. 메세나폴리스) 메세나폴리스 B1층 30호,A04,A0401,A04011000
1700,이니스프리 수원로데오,"화장품 구매.
좋아요
좋아요
좋아요♥️ 세일기간에 득템했어요
노세범은 이니스프리죵👍
친절해용
로션고 가단하게 구입 너무 좋아요
전에 사용한 재품이라서 구입했어요
좋아요~~^^
얼굴 각질이 잘 해결되서 너무 좋아요
네",화장품 구매 구입 전 로션 얼굴 해결 네 득템 이니스프리 구입 범 사용 기간 재품 얼굴 각질 죵 이니스프리 네 구매 화장품 구입 죵 득템 재품 해결 이니스프리 로션 각질,X,X,X,X,경기도 수원시 팔달구 향교로 8-1 (매산로1가) 1층,A04,A0401,A04011000
1701,이니스프리 수원성대,"직원분 엄청 친절하시고 안내도 잘해주셔서 기분 좋은 쇼핑이었어요👍🏻😉
급하게 알로에젤과 팩이 필요했는데 이니스프리가 보여 구매했네요! 직원분 친절하세요~
이니스프리에서 화장솜이랑 면봉사는데 되게 좋아요~!
굿
ㅋ
굿
굿
좋아요
이니스프리에서 썬크림 구입
  친절해요 ",솜 면봉 화장 직원 썬크림 구입 이니스프리 굿 알로 팩 이니스프리 굿 직원 기분 구매 젤 안내 쇼핑 팩 알로 솜 화장 면봉 썬크림 구입 굿 직원 이니스프리 알로 안내,X,X,X,X,경기도 수원시 장안구 서부로 2129-1,A04,A0401,A04011000
1702,이니스프리 시흥사거리,"매장 깔끔하고 품목 많아요~
친절
굿
친절하게 설명해줍니다
리뉴얼 되고나성 되게 좋아졌네엽!ㅎㅎ 무엇보다 사장언니 넘 친절하세엽!!
굿
굿
친절하고 설명을 잘해주세요
👍
세일할때 잘구매했어요~~",엽 품목 무엇 리뉴얼 사장 나성 친절 매장 설명 굿 굿 설명 구매 때 일 매장 나성 리뉴얼 품목 무엇 엽 설명 굿 매장 친절 나성 사장 리뉴얼 무엇 품목,X,X,X,X,서울특별시 금천구 시흥대로 232 (시흥동) 1층,A04,A0401,A04011000
1703,이니스프리 운서,"좋아요!
종류가 다양하고,
추전을 잘해주세요!
이니스프리 제품 좋아요!
친절하세요^^
시카 선크림 너무 좋은데 리뉴얼되면서 단종이라네요 ㅠㅠ
친절해요!
친절하세요^^
여름철 매니큐어하나 샀어요 너무 좋네요
이니스프리 세일 좋아용 !!! ㅎㅎ
제품이 좋아요!",리뉴 요 종이 면서 선크림 카 종류 제품 이니스프리 일 이니스프리 제품 매니큐어 여름철 일 하나 종류 선크림 면서 카 종류 제품 이니스프리 하나 여름철 일 매니큐어 카 선크림 면서,X,X,X,X,"인천광역시 중구 흰바위로 45 (운서동,가나베스트텔2) 117호",A04,A0401,A04011000
1704,이니스프리 웨스턴돔,"할인해사 자주해랏
이니스프리는 제품도 우수하고 가격도 착합니다
좋아요 
할인을 많이 해서 좋아요. 주차 2시간 가능하네요^^
좋아요
좋아요! :)
좋아요 
굿
주차 두시간도 되서 좋고
세일품목. 아닌제품 설명도 잘해주시고 여러모로 편하게 쇼핑했네요
좋아요",주차 모로 쇼핑 설명 제품 시간 굿 품목 가격 자주 주차 굿 시간 품목 모로 쇼핑 설명 제품 가격 이니스프리 할인 제품 자주 랏 이니스프리 가격 설명 쇼핑 모로 주차,X,X,X,X,경기도 고양시 일산동구 정발산로 24 웨스턴돔2,A04,A0401,A04011000
1705,이니스프리 이대역1번출구,"가성비가 좋아요 대박나세요
굿!👍
샘플도 더 챙겨주시고, 직원분이 친절하세요
친절합니다. 서비스로 챙겨주셔서 감사합니다
이니스프리. 잘이용합니다.
조아요🍇 // 이대이니 더 더 더 번창하기를!!!♥️
편해요~~~~~~
저는 스킨케어 이니스프리만 써요
할인도 많이하고 이대점은 굉장히 친절하시네요
조아요💜💜💜
친절하시고 서비스도 많이주십니다
굿",서비스 이니스프리 더 굿 이대 번창 할인 스킨 케어 저 더 이니스프리 서비스 저 케어 할인 점 스킨 번창 이대 굿 더 비 샘플 가성 직원 이니스프리 서비스 이대 번창,X,X,O,X,서울특별시 서대문구 신촌로 175 1층(대현동),A04,A0401,A04011000
1706,이니스프리 인하대,"사장님께서 너무 친절하십니다! 제품 색상 등 화장품 추천을 섬세하게 잘해주시고 포인트 적립과 카드 할인, 화장품 샘플들까지 엄청 잘 챙겨주셔서 너무 감사했습니다 ☺
더군다나 제 앞에 다른 손님이 있어서 시간이 좀 지체되었는데 사장님이 죄송하다면서 종이백과 다른 샘플들도 무료로 더 주셨습니다 사장님 번창하세요!!💚👍
직원분  사장님 방문할때 마다 
친절 하십니다 ^^ 제품도 다양하고
매장이 깨끗합니다♡
이니스프리 품질은 좋은데 이곳 종업원이신지 사장님이신지 체구좋은 여자분 너무 딱딱하고 땍땍되서 이제 손절하려합니다! 기본 인상부터 바꾸고 영업하세요! 갈때마다 이분 계시면 기분상해요!!!!!!!
사장님 너무 친절하세요 !
리뉴얼된 상품이라 못찾고있었는데 직원분께서 친절하게 바로 찾아주셨어요!
친절해요
굿
좋아요
좋아요 
비자라인 중 토너를 사러 갔다가 이것저것 많이 샀네요
비자트러블 토너 200ml에서 리뉴얼 후 170ml로 용량이 줄어든게 너무나 아쉽네요ㅠㅠ ",사장 것 토너 비자 샘플 다른 화장품 후 용량 굿 사장 신지 때 직원 제품 절하 매장 품질 여자 이니스프리 리뉴얼 상품 바로 기본 영업 인상 직원 사장 이분 계시,X,X,X,X,인천광역시 미추홀구 인하로77번길 6,A04,A0401,A04011000
1707,이니스프리 제주하우스점,"굿
커피도맛있고 분위기도 좋아요
음식도 예쁘고 인테리어도 너무 예쁘고 너무 맛있어요 분위기 너무 낭만 넘치네요😊😊😊😊😊
티그레 주문해봤는데 선물용으로도 좋아보이고 깔끔하네요 ! 이니스프리 제주하우스는 분위기도 좋고 오설록보다 도떼기 시장 느낌도 없어서 편안한 느낌이라 제주도 올 때마다 옵니다. 추천드려요
오설록옆에 산책하다  찾은곳
이니스프리 매장과 카페가있어서좃마요
여유있는 쉼 공간이좋고
아이스크림도 맛있어요
오셜록 뮤지엄 보러 처음 갔는데 화장품부터 음료수,빵등 볼거리,먹을거리 다양해서 좋았고 넓은 녹차밭이 길건너까지 있어서 너무 좋았습니다 
깔끔하고 구경하기 좋아요!
주차하기편하고 행사상품도 다양해서 좋아요 

야외도 실내만큼 와이파이가 잘 되어서
일도 잘하고 맛있게 먹고 왔어요",분위기 선물 주문 아보 굿 인테리어 티그레 낭만 커피 음식 일도 야외 와이파이 상품 행사 실내 주차 이니스프리 오설록 볼거리 느낌 오설록 이니스프리 구경 지엄 아이스크림 밭 녹차 길 추천,X,X,X,X,제주특별자치도 서귀포시 안덕면 신화역사로 304번길 38,A04,A0401,A04011000
1708,이니스프리 청주로데오,"굿굿 
이벤트도 많고 제품도 좋아서 자주 이용해요! 청주페이, (카드형)온누리상품권 모두 이용 가능합니다~ 월 5회 샘플 무료로 받는 샘플마켓도 추천해요
.
좋아요 ~~
좋아요
세일이여서 좋았어요
싱글 섀도우가 많이 줄었는지 없어져서 아쉬웠어요
세일해서 저렴하게 많이 샀어요
사장님께서 친절하세요❤️
친절해요",싱글 일해 여서 사장 섀도우 샘플 이용 월 모두 마켓 이용 제품 굿굿 자주 이벤트 샘플 섀도우 모두 일해 여서 샘플 카드 페이 무료 청주 추천 온누리상품권 마켓 모두 이용,X,X,X,X,충청북도 청주시 상당구 북문로1가 성안로 6,A04,A0401,A04011000
1709,이니스프리 홍대3호,"굿
굿
굿
세일할때 잘샀어요
😊
평범
굳
굿
굿
여기는 저녁에 계신 직원분때문에 가요!
친절하고 센스 넘치심!
이니스프리 다른매장 절대 안가고 여기서만 사요 ♡ 감사합니다",여기 절대 사 만 매장 이니스프리 심 센스 평범 직원 센스 심 여기 매장 만 사 이니스프리 절대 저녁 가요 굿 때문 일 때 가요 직원 평범 저녁 이니스프리 매장,X,X,X,X,"서울특별시 마포구 양화로18길 12, 1층",A04,A0401,A04011000
1710,이니스프리_명동2가점,"친절해요
좋아요.
좋아요.
좋아요
티데이할인으로 저렴하게샀어요
매장 깨끗하고 상품다양합니다
좋습니다
제품이 좋습니다 ㅎㅎ 
할인하는 날이라서 갔어요. 싸게 샀어요.
굿",할인 데이 티 날 제품 매장 상품 굿 굿 상품 매장 제품 티 날 데이 할인 굿 상품 제품 날 데이 매장 티 할인,X,X,X,X,서울특별시 중구 명동10길 27,A04,A0401,A04011000
1711,이니스프리코엑스점,"좋아요
좋아요 
다양한 상품이 있어요
세일해서 네일파일 쟁였어요
굿~~ 코엑스에서 가깝게 있어서 좋아요! 
다양해서좋아요
깔끙한매장
굿
굿
굿",굿 매장 일해 네일파일 코엑스 상품 쟁였어 쟁였어 상품 코엑스 네일파일 일해 굿 매장 굿 매장 네일파일 일해 쟁였어 상품 코엑스,X,X,X,X,서울특별시 강남구 영동대로513,A04,A0401,A04011000
1712,이데아성형외과,"좋아요 
지인소개로 이마거상술상담후2/9 수술하고   
10일 원장님이 설날인데 경과보신다고 나오셨네요 .  회복도잘되어서좋아요😃👍
친절해요
국원장님  보톡스시술 효과 좋아요.
좋아요 
좋아요 
원장님 친절하고 자세한 상담 감사합니다.
세세하고 친절한 상담이었습니다~

국광식선생님 최고
친절하게 상담해주시고 수술도 잘 되서 넘 감사해요",효과 국원 장님 회복 보톡스 시술 원장 상담 최고 국광 상담 원장 국광 선생님 최고 수술 거 경과 설날 지인 상담 수술 원장 후 소개 상술 지인 설날 경과 거,X,X,X,X,서울특별시 강남구 도산대로 176,A04,A0401,A04011000
1713,이마트 가든파이브,"😀
😀
과일류.고기류가 다양한거 같아요~
좋아요
좋아요 최애 마트에요 

신선
굿
매장 구조가 좀 특이해요
😀",구조 기류 매장 류 굿 최애 좀 과일 신선 마트 마트 신선 과일 최애 좀 굿 류 매장 기류 구조 좀 매장 신선 류 마트 굿 기류 과일 구조 최애,X,X,X,X,서울특별시 송파구 충민로 10,A04,A0401,A04011000
1714,이마트 강릉,"굿!
좋아요 
굿
❤️👍👍
쪼아요 
^^
캠핑 먹거리 샀어요
좋아요
야채 관리 꼼꼼하게 하셔야할 것 같아요
부추 사왔는데 버리는게 반 성한게 반
비싸게 주고 샀는데,, 아쉽네요 
주차장 이용도 편해요",굿 반 먹거리 부추 캠핑 이용도 쪼아 것 주차장 관리 반 굿 야채 관리 주차장 쪼아 것 이용도 캠핑 먹거리 굿 캠핑 부추 것 먹거리 이용도 쪼아 주차장 야채 관리,X,X,X,O,강원특별자치도 강릉시 경강로 2398-10 (송정동),A04,A0401,A04011000
1715,이마트 검단,"늘 쇼핑 하기 좋은곳 
굿
매장이 너무 더워서 힘들었어요~ 직원들도 더워서 힘들어보였어요~
매장이 깨긋하고 넓고 쾌적해요~
직원들이 친절해요~
굿
굿
파가 진짜 저렴해요 
굿
망고가 맛없어요, 색도 그렇고 무튼 이번망고는 잘못샀네요
ㅇㅇ
굿",색도 진짜 깨 이번 무 늘 파가 쇼핑 곳 망고 색도 늘 깨 곳 이번 파가 진짜 쇼핑 무 직원 굿 매장 망고 직원 곳 쇼핑 파가 무 이번 진짜,X,X,X,X,인천광역시 서구 서곶로 754,A04,A0401,A04011000
1716,이마트 고잔,"ᆢ
굿
좋아요

좋아요
좋아요 
굿
좋아요 
좋아요 
신상품이 많아요",굿 상품 상품 굿 상품 굿,X,X,X,X,경기도 안산시 단원구 원포공원1로 46,A04,A0401,A04011000
1717,이마트 광산,"광산 이마트.
야채뿐 아니라 신세계 프로모션 제품 구매시 좋아요.
좋아요
평일 저녁9시쯤가니 한가하고 좋음
조아요
깨끗하고 좋아요 
.
없는것이 없어요

굿
.",제품 시 신세계 야채 구매 프로모션 굿 저녁 평일 이마트 평일 저녁 굿 이마트 광산 구매 제품 야채 시 프로모션 광산 이마트 굿 저녁 평일 프로모션 신세계 야채 구매 시,X,X,X,X,광주광역시 광산구 사암로 172 (우산동),A04,A0401,A04011000
1718,이마트 군산,"굿그ㅡㅅ

수박 8kg미만 2만5천원 
역시 과일 비싸요 🍉 🍉 🍉 
이것저것 장보기 편리합니다
사진은 장 본것 중 비조리 돼지주물럭1kg 에용
간편하고 가성비좋아요
좊으네요
ㅇ
좋아요
가까워요
가까워요
굿
이마트 자주가요. 품질 최고",품질 최고 중 역시 용 사진 굿 자주 미만 이마트 품질 최고 비 역시 것 중 장 사진 장보기 용 것 비 조리 과일 굿 가성 좊으네 미만 럭 주물,X,X,O,O,전북특별자치도 군산시 구암3.1로 137 (경암동),A04,A0401,A04011000
1719,이마트 김천,"직원분들 친절하셔요
편하게 쇼핑 했어요.
주차할 때도 편하고 빵이 특히 좋아요 빵 골라담기랑 피자도 좋고 여튼 빵이 제일 좋음 
굿
물고기 밥
좋아요
오랜만에 이마트 들렀어요.
상품도 다양하고 품질도좋은 이마트.
이사가고 난후 올만에 들리니 좋네요~^^
굿~
좋아요 
행사상품이 많았으면 좋겠어요",직원 쇼핑 상품 품질 이마트 굿 빵 난후 피자 사가 상품 굿 행사 사가 난후 품질 직원 쇼핑 이마트 여 빵 이마트 때 물고기 주차 만 여 밥 제일 피자,X,X,X,X,경상북도 김천시 시청로 75 (신음동),A04,A0401,A04011000
1720,이마트 다산,"참소라 사와서 맛있게 잘 먹었네요. 오늘 골드키위 상태 엄청 좋아요! 점보사이즈 10개 13800원인데 돈 하나도 안 아깝고 맛 최고에요!
귯
굿
개쓰래기같은 이마트입니다 절대가지마세여 일단 주차가 지하2층,3층 있는데 별다른안내도없는데 지하3층내려가면  주차정산도안되고요 해결해드릴수없다는 답변의 연속입니다.
둘째로 양념개장사먹었는데 개역겨운 건전지 맛나구여 홍어는 세일하길래 샀는데  흐물흐물 역겹네여 맛이역겹다는게아니라 식감이역겨워여  일단 주차시스템이 너무 x같구여
다산시민들 잘아시는분만 이용하세요
굿
굳
좋아요
좋아요
상품이 다양합니다
물가가 올랐어요 
할인 품목 있어요",맛 시스템 건전지 분만 상품 물가 여 개장 품목 홍어 층 주차 지하 개 일단 굿 쓰래 연속 기 귯 개 점보 사이즈 돈 하나 최고 안 맛 소라 오늘,X,X,X,X,경기도 남양주시 도농로 24,A04,A0401,A04011000
1721,이마트 대전터미널,"
할인도 많이 받고  제품 도  다양
굿
좋아요
굿
로띠번 맛있어요-!!! ㅋㅋㅋ
좋아요 
좋아요
굳
간식살때 가기 좋아요",간식 가기 살때 로띠번 도 할인 다양 제품 굿 가기 간식 살때 로띠번 할인 다양 제품 도 굿 굿 제품 다양 도 할인 로띠번 살때 가기 간식,X,X,X,X,대전광역시 동구 동서대로 1689 (용전동),A04,A0401,A04011000
1722,이마트 동백,"주차장이 넓고 매장도 깨끗합니다. 과일이 신선합니다.
굿
굿
좋아요.
주말인데 그다지 산람도 많지않아 쇼핑하기  좋아요
주차하기 편해요.....
친절해요
좋아요 
굿
주차하기 편합니다..
.",매장 주차장 굿 과일 주차 주말 그다지 산람 쇼핑 과일 굿 주차장 매장 산람 그다지 주말 주차 쇼핑 굿 주차 쇼핑 그다지 주말 산람 과일 주차장 매장,X,X,X,X,경기도 용인시 기흥구 동백죽전대로 444,A04,A0401,A04011000
1723,이마트 동인천,"굿
제품이 다양해요
굿
매장이 넓은 편이예요!
ㅋ
동인천 이마트
안방 드나들던 시절이 
엊그제 같았는데
벌써 10년전ㅠ
필요했는데 1+1 해서 구매했어요. 
굿
좋아요
ㅇ",안방 벌써 인천 엊그제 시절 구매 이마트 굿 매장 편이 굿 편이 매장 제품 이마트 구매 엊그제 인천 시절 벌써 굿 제품 매장 편이 시절 구매 벌써 인천 엊그제 이마트,X,X,X,X,인천광역시 중구 인중로 134 (신생동),A04,A0401,A04011000
1724,이마트 동해,"백숙용 닭 샀어요
국물 내는 티백에 든 약재도 서비스 받아 간편하게 끓이고 있답니다
감사합니다 
굿
다양합니다
상품이 있습니다
좋아요
매일 행사해서 좋고 품질도 좋아요
저럼하고 해서 자주 가요
👍🏻
싸고 좋아요 
좋아요 

굳",매일 백숙 티백 닭 가요 서비스 행사 약재 국물 상품 용 행사 백숙 약재 자주 품질 굿 닭 서비스 가요 굿 품질 상품 국물 자주 서비스 용 티백 가요 약재,X,X,X,X,강원특별자치도 동해시 천곡로 100 (천곡동),A04,A0401,A04011000
1725,이마트 둔산,"솔의눈 하이볼 맛이좋아요
굿뜨
이용하기 좋아요 
좋아요 
좋아요
저렴해요 
좋아요
굿
좋아요
집에가기전 잠깐 들림",하이 이용 눈 집 잠깐 솔 맛 기전 볼 굿 집 맛 솔 기전 눈 볼 이용 하이 잠깐 굿 굿 볼 잠깐 기전 맛 이용 하이 솔 눈 집,X,X,O,X,대전광역시 서구 둔산북로 41 (둔산동),A04,A0401,A04011000
1726,이마트 마산,"좋아요 
좋아요
굿
^^
좋아요 
좋아요
굿 

두부사러갔다가 마트에서 동생이 만나게되었네요 암튼 동생이 좋아하는것도 사고 같이 다녀왔어요 ^^
굳",동생 굿 마트 사고 두부 두부 마트 사고 동생 굿 굿 동생 두부 사고 마트,X,X,X,X,경상남도 창원시 마산합포구 서성로 3 (중앙동3가),A04,A0401,A04011000
1727,이마트 만촌,"굿
♡♡♡
자주가요~~^^
아몬드 득탬했어요
디자인이 예뻐 구입했어요
굿
굿
아이옷 이쁜디자인으로 잘골랐습니다

조아요",구입 자주 아몬드 아이 옷 득탬했어 가요 디자인 굿 아몬드 구입 득탬했어 자주 아이 옷 가요 디자인 굿 굿 디자인 가요 옷 득탬했어 아이 자주 아몬드 구입,X,X,X,X,대구광역시 수성구 동원로 136 (만촌동),A04,A0401,A04011000
1728,이마트 목동,"상품이 다양하고 넓어요
굿
늦게가니 물건이 많지 않아 아쉽네요
굿
좋아요 
good
.
이번주 행사많이해요
시원한 메밀 맛집입니다
굿",굿 행사 이번 맛집 해 메밀 주 상품 물건 물건 상품 굿 주 행사 메밀 이번 해 맛집 물건 상품 굿 주 메밀 해 맛집 이번 행사,X,X,X,X,서울특별시 양천구 오목로 299,A04,A0401,A04011000
1729,이마트 목포,"좋아요
.
굿
친절해요 
상품이 다양하게 많아서 좋아요 
블루베리베이글 1 + 1으로 크림치즈 양장피 샀어요
좋아요
행사 많이해요
가게 크고 행사상품 많아요~
과채가  신선해요",행사 상품 해 베이글 크림 양장 과채 치즈 피 가게 블루베리 굿 피 크림 가게 양장 과채 베이글 해 치즈 치즈 가게 과채 양장 블루베리 굿 피 베이글 크림 해,X,X,X,X,전라남도 목포시 옥암로 138 (옥암동),A04,A0401,A04011000
1730,이마트 문현,"매장구성이 바뀌었는데 예전에 있던 상품도 없고
반조리 식품이 많아서 슬퍼요
굿~~
다양해요
굿
굿
굳
좋아
굿
굿굿
좋아요 ",굿 식품 예전 상품 조리 장구 굿굿 장구 조리 굿굿 상품 예전 식품 굿 굿굿 상품 장구 예전 식품 조리 굿,X,X,X,X,부산광역시 남구 전포대로91번길 47 (문현동),A04,A0401,A04011000
1731,이마트 별내,"좋아요
굿
이번주 좀 과도했어요
좋아요
오늘은 채소 위주로 기본 반찬 뚝딱!!!
굿
굿
직원님들 친절하십니다ㅎㅎ
굿~*
굿",굿 직원 뚝딱 기본 채소 이번 반찬 과도 주 위주 과도 오늘 위주 뚝딱 채소 주 이번 반찬 좀 기본 굿 기본 좀 반찬 이번 주 채소 위주 뚝딱 오늘,X,X,X,X,경기도 남양주시 순화궁로 167,A04,A0401,A04011000
1732,이마트 사상,"좋아요 
굿
좋아요~^^
굿
좋아요
좋아요 
좋아요 
좋아요
좋아요
다양해요",굿 굿 굿,X,X,X,X,부산광역시 사상구 광장로 17 (괘법동),A04,A0401,A04011000
1733,이마트 사천,"굿
조아요
큰도시 보다는 할인율이 다르네요…캐셔분들은 친절해요
매장이 조용해서 좋아요
굿!
굿
맛나요
금사과 시즌인데
착한가격으로 구매.
굿
식품이 다양해요",식품 굿 맛 금사 요 가격 시즌 구매 캐셔 도시 굿 율 매장 할인 도시 캐셔 식품 가격 요 금사 굿 구매 시즌 가격 요 금사 맛 식품 매장 도시,X,X,X,X,경상남도 사천시 삼천포대교로 591 (좌룡동),A04,A0401,A04011000
1734,이마트 서산,"만족해요.
이마트가서전자렌지사가지고왔어요 
좋아요 
굿
좋아요
귣
주차편리하고 
행사상품 다양하고 직원분들 친절하셔요.
조아요
굿
좋아요",굿 이마트 주차 직원 행사 전자렌지 귣 상품 상품 귣 전자렌지 행사 직원 주차 이마트 굿 굿 주차 직원 이마트 상품 귣 전자렌지 행사,X,X,X,X,충청남도 서산시 서해로 3685 (잠홍동),A04,A0401,A04011000
1735,이마트 세종,"👍
레드키위가 세일해서 사와봤어요ㅎ
굿
굿
슬라임 만들기 재밋어서
시간가는줄 모르고 놀았네요
매장도 깨끗ㅎㅏ고 
손님이 많은데 짜증 한번없이
너무 친절하셔서 감동입니다!
깨알 모래노래와 코인뽑기까지
재밋게 시간 잘보내다 갑니당
세일
마트장보구 슬라임매장에 와서 하고있어요!!
저렴하고 1시간 재미있게 놀고 갈거예용!
세종이마트 크고 좋아요
저렴한 가격 세일 좋아요
조아요",일 보구 코인 깨알 재밋 노래 모래 마트 뽑기 시간 굿 라임 슬 매장 시간 레드 재밋어 일해 감동 만들기 용 매장 시간 슬 라임 굿 세종 가격 이마트 일,X,X,X,O,세종특별자치시 금송로 687,A04,A0401,A04011000
1736,이마트 수색,"다이소가 있어서 좋습니다. 일욜휴무전에 가시면 세일상품 ㅁ낳이 구매할수 잇어요
Y
규모는 작지만 동네슈퍼처럼 좋음
굿
사람이 많지 않고 세일상품 다양하고 있을건 다 있어요
.
찹쌀을 사서 먹어보고 좋아서 또 구매하러 갔다왔어요
굿굿👍👍
좋아요
다이소",다이소 구매 찹쌀 굿굿 보고 사서 또 무전 작 사람 상품 가시 슈퍼 욜 규모 사람 무전 작 굿 구매 다이소 구매 또 찹쌀 굿굿 보고 사서 굿 작 사람,X,X,X,X,서울특별시 은평구 수색로 217,A04,A0401,A04011000
